TaxaName	RecNum	Phylum	Class	Order	Family	Genus	GroupCoarse	GroupFine	Species	ID level	Origin	IntroSource	CommonName	AlternateNames	ITIS_Accepted_Name	ITIS_URL	COL_Accepted_Name	COL_URL	Ref_GL_occurrence	Erie	Huron	Michigan	Ontario	Superior	St. Mary's River	Huron Erie Corridor	Niagara River	Ref_location	Notes	Benthic	Littoral	Limnetic	Lakes_Proper	Tribs/Wetlands	Aerial/ Terrestrial	BOLD_link	Other_Genetic_Info	NatHistory_source	NatHistory_link	nasID
Nitzschia hantzschiana 	1385	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia hantzschiana 	Species	Native				Nitzschia hantzschiana Rabenh.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5238			Stoermer et al 1999; 										Algaebase - Nitzschia hantzschiana Rabenhorst: http://www.algaebase.org/search/species/detail/?species_id=31031; Habitat - ; Other notes - 										NA	NA
Nitzschia heufleriana 	1386	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia heufleriana 	Species	Native			Nitzschia lauenburgiana	Nitzschia heufleriana Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591451	Nitzschia heufleriana	http://www.catalogueoflife.org/col/details/species/id/91d721255e70a47220fb603e6bde7ace	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; EPA 1998; Reavie et al 2014; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Nitzschia heufleriana Grunow : http://www.algaebase.org/search/species/detail/?species_id=34040; Habitat - ; Other notes - a dominant component of the spring diatom bloom in Lake Ontario. 161x6 um.			x	x						NA	NA
Nitzschia hollerupensis 	1387	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia hollerupensis 	Species	Native				Nitzschia hollerupensis Foged	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591452			Stoermer et al 1999; 										Algaebase - Nitzschia hollerupensis Foged: http://www.algaebase.org/search/species/detail/?species_id=34041; Habitat - ; Other notes - 										NA	NA
Nitzschia holsatica 	1388	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia holsatica 	Species	Native				Nitzschia holsatica Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5214			Stoermer et al 1999; 										Algaebase - Nitzschia holsatica Hustedt: http://www.algaebase.org/search/species/detail/?species_id=39216; Habitat - ; Other notes - 										NA	NA
Nitzschia homburgiensis 	1389	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia homburgiensis 	Species	Native				Nitzschia homburgiensis Lange-Bert. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591453			Stoermer et al 1999; 										Algaebase - Nitzschia homburgiensis Lange-Bertalot: http://www.algaebase.org/search/species/detail/?species_id=34042; Habitat - ; Other notes - 										NA	NA
Nitzschia ignorata 	1390	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia ignorata 	Species	Native				Nitzschia ignorata Krasske	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5240			Stoermer et al 1999; 										Algaebase - Nitzschia ignorata Krasske: http://www.algaebase.org/search/species/detail/?species_id=34043; Habitat - ; Other notes - 										NA	NA
Nitzschia impressa 	1391	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia impressa 	Species	Native				Nitzschia impressa Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591454	Nitzschia impressa	http://www.catalogueoflife.org/col/details/species/id/33e19f007400e567b5974802d607b402	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - Nitzschia impressa Hustedt: http://www.algaebase.org/search/species/detail/?species_id=39219; Habitat - ; Other notes - 										NA	NA
Nitzschia inconspicua 	1392	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia inconspicua 	Species	Native				Nitzschia inconspicua Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=193822			Stoermer et al 1999; U.S. EPA GLNPO 2018; 	1	1		1	1					Algaebase - Nitzschia inconspicua Grunow: http://www.algaebase.org/search/species/detail/?species_id=34046; Habitat - ; Other notes - 				x						NA	NA
Nitzschia incurvata var. lorenziana Ross	1393	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia incurvata var. lorenziana Ross	Species	Native				species not found				Stoermer et al 1999; 										Algaebase - species not found: ; Habitat - ; Other notes - 										NA	NA
Nitzschia innominata 	1394	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia innominata 	Species	Native				Nitzschia innominata Sovereign	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591456			Stoermer et al 1999; 										Algaebase - Nitzschia innominata Sovereign: http://www.algaebase.org/search/species/detail/?species_id=50461; Habitat - ; Other notes - 										NA	NA
Nitzschia insecta 	1395	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia insecta 	Species	Native				Nitzschia insecta Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5241			Stoermer et al 1999; 										Algaebase - Nitzschia insecta Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50462; Habitat - ; Other notes - 										NA	NA
Nitzschia intermedia 	1396	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia intermedia 	Species	Native				Nitzschia intermedia Hantzsch	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5242			Stoermer et al 1999; 										Algaebase - Nitzschia intermedia Hantzsch : http://www.algaebase.org/search/species/detail/?species_id=31034; Habitat - ; Other notes - 										NA	NA
Nitzschia kuetzingiana 	1397	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia kuetzingiana 	Species	Native			Also originally as Nitzschia kuetzingiana var. exilis Grunow	Nitzschia kuetzingiana Hilse	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5243	Nitzschia kuetzingiana	http://www.catalogueoflife.org/col/details/species/id/5b163e7150e074b0ef49fcba0cee2b8a	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; 			x	x						Algaebase - Nitzschia kuetzingiana Hilse [taxonomy uncertain]: http://www.algaebase.org/search/species/detail/?species_id=63249; Habitat - ; Other notes - 										NA	NA
Nitzschia lacunarum 	1398	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia lacunarum 	Species	Native				Nitzschia lacunarum Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5246			Stoermer et al 1999; 										Algaebase - Nitzschia lacunarum Hustedt: http://www.algaebase.org/search/species/detail/?species_id=34053; Habitat - ; Other notes - 										NA	NA
Nitzschia lacuum 	1399	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia lacuum 	Species	Native				Nitzschia lacuum Lange-Bert.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591426	Nitzschia lacuum	http://www.catalogueoflife.org/col/details/species/id/b07da9f9984a8f45e60b29125ea97da6	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; U.S. EPA GLNPO 2018; 	1		x	x						Algaebase - Nitzschia lacuum Lange-Bertalot : http://www.algaebase.org/search/species/detail/?species_id=34054; Habitat - ; Other notes - 				x						NA	NA
Nitzschia levidensis	1400	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia levidensis	Species	Native			Tryblionella levidensis	Nitzschia levidensis (W. Sm.) Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591427	Nitzschia levidensis	http://www.catalogueoflife.org/col/details/species/id/d9cdc2a650ab37eb164336153b80a475	Stoermer et al 1999; 										Algaebase - Tryblionella levidensis W.Smith: http://www.algaebase.org/search/species/detail/?species_id=39906; Habitat - ; Other notes - 										NA	NA
Nitzschia linearis 	1401	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia linearis 	Species	Native			Also originally as Nitzschia linearis var. tenuis (Kütz.) Grunow	Nitzschia linearis (C. Agardh) W. Sm. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5104	Nitzschia linearis	http://www.catalogueoflife.org/col/details/species/id/7ab60954b9e06d0f80dffa3058e853ad	Stoermer et al 1999; Makarewicz et al 1994; Brown and Manny 1983; U.S. EPA GLNPO 2018; 	1	1	x		1					Algaebase - Nitzschia linearis W.Smith : http://www.algaebase.org/search/species/detail/?species_id=31039; Habitat - ; Other notes - 				x						NA	NA
Nitzschia longissima 	1402	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia longissima 	Species	Native			"Also originally as Nitzschia longissima fo. parva Grunow, Nitzschia longissima var. closterium (W.Sm.) VanHeurck & Nitzschia longissima var. reversa Grunow"	Nitzschia longissima (Bréb.) Ralfs	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5080			Stoermer et al 1999; 										Algaebase - Nitzschia longissima (Brébisson) Ralfs: http://www.algaebase.org/search/species/detail/?species_id=31041; Habitat - ; Other notes - 										NA	NA
Nitzschia luzonensis 	1403	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia luzonensis 	Species	Native				Nitzschia luzonensis Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5247			Stoermer et al 1999; 										Algaebase - Nitzschia luzonensis Hustedt : http://www.algaebase.org/search/species/detail/?species_id=50466; Habitat - ; Other notes - 										NA	NA
Nitzschia macilenta	1404	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia macilenta	Species	Native				Nitzschia macilenta W. Greg.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5108	Nitzschia macilenta	http://www.catalogueoflife.org/col/details/species/id/a18cf89ba5d0f6e845a6be0b49ec6730	Stoermer et al 1999; 										Algaebase - Nitzschia macilenta W.Gregory: http://www.algaebase.org/search/species/detail/?species_id=31047; Habitat - ; Other notes - 										NA	NA
Nitzschia mediocris 	1405	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia mediocris 	Species	Native				Nitzschia mediocris Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5248	Nitzschia mediocris	http://www.catalogueoflife.org/col/details/species/id/311cce9cf3a5282ee74dddf5b45dc463	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - Nitzschia mediocris Hustedt : http://www.algaebase.org/search/species/detail/?species_id=50467; Habitat - ; Other notes - 										NA	NA
Nitzschia microcephala 	1406	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia microcephala 	Species	Native				Nitzschia microcephala Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5194			Stoermer et al 1999; 										Algaebase - Nitzschia microcephala Grunow: http://www.algaebase.org/search/species/detail/?species_id=31049; Habitat - ; Other notes - 										NA	NA
Nitzschia minutula 	1407	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia minutula 	Species	Native				Nitzschia minutula Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591433			Stoermer et al 1999; 										Algaebase - Nitzschia minutula Grunow : http://www.algaebase.org/search/species/detail/?species_id=50468; Habitat - ; Other notes - 										NA	NA
Nitzschia obsidialis 	1408	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia obsidialis 	Species	Native				Nitzschia obsidialis Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5249			Stoermer et al 1999; 										Algaebase - Nitzschia obsidialis Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50469; Habitat - ; Other notes - 										NA	NA
Nitzschia obtusa 	1409	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia obtusa 	Species	Native			Also originally as Nitzschia obtusa var. scalpelliformis Grunow	Nitzschia obtusa W. Sm. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5085			Stoermer et al 1999; 										Algaebase - Nitzschia obtusa W.Smith: http://www.algaebase.org/search/species/detail/?species_id=31052; Habitat - ; Other notes - 										NA	NA
Nitzschia ovalis 	1410	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia ovalis 	Species	Native				Nitzschia ovalis Arn. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5291			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		1								Algaebase - Nitzschia ovalis H.J.Arnott : http://www.algaebase.org/search/species/detail/?species_id=34071; Habitat - ; Other notes - 				x						NA	NA
Nitzschia palea 	1411	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia palea 	Species	Native			"Also originally as Nitzschia palea var. debilis (Kütz.) Grunow, Nitzschia palea var. sumatrana Hust. & Nitzschia palea var. tenuirostris Grunow"	Nitzschia palea (Kütz.) W. Sm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5208	Nitzschia palea	http://www.catalogueoflife.org/col/details/species/id/cfb0eca02800344195eeb9b82da6e495	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; Brown and Manny 1983; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Nitzschia palea (Kützing) W.Smith: http://www.algaebase.org/search/species/detail/?species_id=31053; Habitat - ; Other notes - 				x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Nitzschia+palea+			NA	NA
Nitzschia paleacea 	1412	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia paleacea 	Species	Native				Nitzschia paleacea Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5250	Nitzschia paleacea	http://www.catalogueoflife.org/col/details/species/id/1cde1e512a86b12aa5598d459c741fc0	Stoermer et al 1999; Makarewicz et al 1994; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Nitzschia paleacea (Grunow) Grunow : http://www.algaebase.org/search/species/detail/?species_id=31055; Habitat - ; Other notes - 				x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Nitzschia+paleacea+			NA	NA
Nitzschia paleoides 	1413	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia paleoides 	Species	Native				Nitzschia paleoides Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591449			Stoermer et al 1999; 										Algaebase - Nitzschia paleoides Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50471; Habitat - ; Other notes - 										NA	NA
Nitzschia parvula 	1414	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia parvula 	Species	Native			Also originally as Nitzschia parvula var. terricola Lund	Nitzschia parvula W. Sm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5212			Stoermer et al 1999; 										Algaebase - Nitzschia parvula W.Smith: http://www.algaebase.org/search/species/detail/?species_id=128894; Habitat - ; Other notes - 										NA	NA
Nitzschia perminuta	1415	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia perminuta	Species	Native				Nitzschia perminuta (Grunow) M. Perag.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=193823	Nitzschia frustulum perminuta	http://www.catalogueoflife.org/col/browse/tree/id/0860438d4dab438aa5e76c3e54e906e2	Stoermer et al 1999; U.S. EPA GLNPO 2018; 	1	1	1	1						Algaebase - Nitzschia perminuta (Grunow) M.Peragallo : http://www.algaebase.org/search/species/detail/?species_id=31062; Habitat - ; Other notes - 				x						NA	NA
Nitzschia philippinarum 	1416	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia philippinarum 	Species	Native				Nitzschia philippinarum Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591439			Stoermer et al 1999; 										Algaebase - Nitzschia philippinarum Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50473; Habitat - ; Other notes - 										NA	NA
Nitzschia pilum	1417	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia pilum	Species	Native				species not found				Makarewicz et al 1995; 				x						Algaebase - Nitzschia pilum Hustedt : http://www.algaebase.org/search/species/detail/?species_id=39241; Habitat - ; Other notes - 										NA	NA
Nitzschia planctonica 	1418	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia planctonica 	Species	Native				Nitzschia planctonica Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5252			Stoermer et al 1999; 										Algaebase - Nitzschia planctonica Hustedt : http://www.algaebase.org/search/species/detail/?species_id=50474; Habitat - ; Other notes - 										NA	NA
Nitzschia pseudoamphioxys 	1419	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia pseudoamphioxys 	Species	Native				Nitzschia pseudoamphioxys Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591460			Stoermer et al 1999; 										Algaebase - Nitzschia pseudoamphioxys Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50475; Habitat - ; Other notes - 										NA	NA
Nitzschia pseudoatomus	1420	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia pseudoatomus	Species	Native			Originally as Nitzschia pseudoatomus Stoermer [nom. nud.]	species not found				Stoermer et al 1999; 										Algaebase - Nitzschia pseudoatomus Stoermer: http://www.algaebase.org/search/species/detail/?species_id=50476; Habitat - ; Other notes - 										NA	NA
Nitzschia pseudofonticola 	1421	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia pseudofonticola 	Species	Native				Nitzschia pseudofonticola Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591477			Stoermer et al 1999; 										Algaebase - Nitzschia pseudofonticola Hustedt: http://www.algaebase.org/search/species/detail/?species_id=34082; Habitat - ; Other notes - 										NA	NA
Nitzschia pumila 	1422	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia pumila 	Species	Native				Nitzschia pumila Hust	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591476			Stoermer et al 1999; 										Algaebase - Nitzschia pumila Hustedt: http://www.algaebase.org/search/species/detail/?species_id=34083; Habitat - ; Other notes - 										NA	NA
Nitzschia pura 	1423	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia pura 	Species	Native				Nitzschia pura Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591475	Nitzschia pura	http://www.catalogueoflife.org/col/details/species/id/744ae3ae858d9ec80a920c0894683819	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; 			x	x						Algaebase - Nitzschia pura Hustedt : http://www.algaebase.org/search/species/detail/?species_id=34084; Habitat - ; Other notes - 										NA	NA
Nitzschia pusilla 	1424	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia pusilla 	Species	Native				Nitzschia pusilla (Kützing) Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=193828	Nitzschia pusilla	http://www.catalogueoflife.org/col/details/species/id/080fc4bf1486ed2534ed26afd8ef0612	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - Nitzschia pusilla Grunow : http://www.algaebase.org/search/species/detail/?species_id=31065; Habitat - ; Other notes - 										NA	NA
Nitzschia radicula 	1425	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia radicula 	Species	Native				Nitzschia radicula Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591474			Stoermer et al 1999; 										Algaebase - Nitzschia radicula Hustedt: http://www.algaebase.org/search/species/detail/?species_id=36080; Habitat - ; Other notes - 										NA	NA
Nitzschia recta 	1426	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia recta 	Species	Native				Nitzschia recta Hantzsch	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5195	Nitzschia recta	http://www.catalogueoflife.org/col/details/species/id/aadc6ec5b31e4fb3fdb31ae088a33ee7	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; U.S. EPA GLNPO 2018; 	1	1	1	1						Algaebase - Nitzschia recta Hantzsch ex Rabenhorst: http://www.algaebase.org/search/species/detail/?species_id=31067; Habitat - ; Other notes - 				x						NA	NA
Nitzschia romana 	1427	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia romana 	Species	Native			Nitzschia fonticola (Grunow) Grunow	Nitzschia romana Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5253	Nitzschia romana	http://www.catalogueoflife.org/col/details/species/id/63fc857b263347f7f5ff95041eda78f7	Stoermer et al 1999; Makarewicz et al 1994; U.S. EPA GLNPO 2018; 			1							Algaebase - Nitzschia fonticola (Grunow) Grunow: http://www.algaebase.org/search/species/detail/?species_id=31022; Habitat - ; Other notes - 				x						NA	NA
Nitzschia rostellata	1428	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia rostellata	Species	Native				Nitzschia rostellata Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591472	Nitzschia rostellata	http://www.catalogueoflife.org/col/details/species/id/6b7a76647eb2e5e44d3a682fdc0a9eb8	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; 			x	x						Algaebase - Nitzschia rostellata Hustedt: http://www.algaebase.org/search/species/detail/?species_id=31070; Habitat - ; Other notes - 										NA	NA
Nitzschia sicula	1429	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia sicula	Species	Native			Originally as Nitzschia sicula var. migrans 	Nitzschia sicula var. migrans (Cleve) Hasle	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591660	Nitzschia sicula	http://www.catalogueoflife.org/col/details/species/id/20779691be035a55afd505261ce96483	Stoermer et al 1999; 										Algaebase - Nitzschia sicula (Castracane) Hustedt: http://www.algaebase.org/search/species/detail/?species_id=59913; Habitat - ; Other notes - 										NA	NA
Nitzschia sigma 	1430	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia sigma 	Species	Native			"Also originally as Nitzschia sigma var. diminuta Grunow, Nitzschia sigma var. rigida (Kütz.) Grunow & Nitzschia sigma var. sigmatella (Greg.) Grunow"	Nitzschia sigma (Kütz.) W. Sm. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5118			Stoermer et al 1999; 										Algaebase - Nitzschia sigma (Kützing) W.Smith : http://www.algaebase.org/search/species/detail/?species_id=31074; Habitat - ; Other notes - 										NA	NA
Nitzschia sigmoidea 	1431	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia sigmoidea 	Species	Native				Nitzschia sigmoidea (Nitzsch) W. Sm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5127	Nitzschia sigmoidea	http://www.catalogueoflife.org/col/details/species/id/f2b19168561439ab78db1c5cdd4b663e	Stoermer et al 1999; Makarewicz et al 1994; Brown and Manny 1983; 		x	x							Algaebase - Nitzschia sigmoidea (Nitzsch) W.Smith: http://www.algaebase.org/search/species/detail/?species_id=31078; Habitat - ; Other notes - 							http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Nitzschia+sigmoidea+			NA	NA
Nitzschia sinuata 	1432	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia sinuata 	Species	Native			Also originally as Nitzschia sinuata var. delognei (Grunow) Lange-Bert. & Nitzschia sinuata var. tabellaria (Grunow) Grunow	Nitzschia sinuata W. Sm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5254			Stoermer et al 1999; 										Algaebase - Nitzschia sinuata (Thwaites) Grunow: http://www.algaebase.org/search/species/detail/?species_id=31081; Habitat - ; Other notes - 										NA	NA
Nitzschia sociabilis 	1433	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia sociabilis 	Species	Native				Nitzschia sociabilis Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591458	Nitzschia sociabilis	http://www.catalogueoflife.org/col/details/species/id/ea2527d6ec426a10b9610087185cedb7	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - Nitzschia sociabilis Hustedt: http://www.algaebase.org/search/species/detail/?species_id=31083; Habitat - ; Other notes - 										NA	NA
Nitzschia sphaerophora 	1434	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia sphaerophora 	Species	Native				Nitzschia sphaerophora A. Cleve 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591459			Stoermer et al 1999; 										Algaebase - Nitzschia sphaerophora A.Cleve: http://www.algaebase.org/search/species/detail/?species_id=50478; Habitat - ; Other notes - 										NA	NA
