TaxaName	RecNum	Phylum	Class	Order	Family	Genus	GroupCoarse	GroupFine	Species	ID level	Origin	IntroSource	CommonName	AlternateNames	ITIS_Accepted_Name	ITIS_URL	COL_Accepted_Name	COL_URL	Ref_GL_occurrence	Erie	Huron	Michigan	Ontario	Superior	St. Mary's River	Huron Erie Corridor	Niagara River	Ref_location	Notes	Benthic	Littoral	Limnetic	Lakes_Proper	Tribs/Wetlands	Aerial/ Terrestrial	BOLD_link	Other_Genetic_Info	NatHistory_source	NatHistory_link	nasID
Nitzschia spiculoides	1435	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia spiculoides	Species	Native				Nitzschia spiculoides Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5257	Nitzschia spiculoides	http://www.catalogueoflife.org/col/details/species/id/15ee7a1394d5197030c366417b5b9902	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - Nitzschia spiculoides Hustedt : http://www.algaebase.org/search/species/detail/?species_id=50479; Habitat - ; Other notes - 										NA	NA
Nitzschia spiculum	1436	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia spiculum	Species	Native			Also originally as Nitzschia acicularioides	Nitzschia spiculum Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591461	Nitzschia spiculum	http://www.catalogueoflife.org/col/details/species/id/5922e354e194ab16d7780e0d3696ae6d	Stoermer et al 1999; Makarewicz et al 1994; U.S. EPA GLNPO 2018; 	1	1	x		1					Algaebase - Nitzschia spiculum Hustedt : http://www.algaebase.org/search/species/detail/?species_id=50480; Habitat - ; Other notes - 				x						NA	NA
Nitzschia stagnorum 	1437	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia stagnorum 	Species	Native			Nitzschia umbonata	Nitzschia stagnorum Rabenh. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5258			Stoermer et al 1999; 										Algaebase - Nitzschia umbonata (Ehrenberg) Lange-Bertalot: http://www.algaebase.org/search/species/detail/?species_id=31096; Habitat - ; Other notes - 										NA	NA
Nitzschia stricta 	1438	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia stricta 	Species	Native				Nitzschia stricta Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591462			Stoermer et al 1999; 										Algaebase - Nitzschia stricta Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50481; Habitat - ; Other notes - 										NA	NA
Nitzschia subacicularis 	1439	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia subacicularis 	Species	Native				Nitzschia subacicularis Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5259	Nitzschia subacicularis	http://www.catalogueoflife.org/col/details/species/id/c7e78686c4f3fe781e7012d5746eb19f	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Nitzschia subacicularis Hustedt: http://www.algaebase.org/search/species/detail/?species_id=34097; Habitat - ; Other notes - 				x						NA	NA
Nitzschia subamphioxoides 	1440	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia subamphioxoides 	Species	Native				Nitzschia subamphioxoides Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5260			Stoermer et al 1999; 										Algaebase - Nitzschia subamphioxioides Hustedt : http://www.algaebase.org/search/species/detail/?species_id=130745; Habitat - ; Other notes - 										NA	NA
Nitzschia subcapitellata 	1441	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia subcapitellata 	Species	Native				Nitzschia subcapitellata Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5297			Stoermer et al 1999; 										Algaebase - Nitzschia subcapitellata Hustedt : http://www.algaebase.org/search/species/detail/?species_id=39255; Habitat - ; Other notes - 										NA	NA
Nitzschia sublinearis 	1442	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia sublinearis 	Species	Native				Nitzschia sublinearis Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5261	Nitzschia sublinearis	http://www.catalogueoflife.org/col/details/species/id/591b90c6ae218807e12904acd37a0971	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; 			x	x						Algaebase - Nitzschia sublinearis Hustedt : http://www.algaebase.org/search/species/detail/?species_id=34103; Habitat - ; Other notes - 										NA	NA
Nitzschia subrostrata	1443	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia subrostrata	Species	Native				Nitzschia subrostrata Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591470	Nitzschia subrostrata	http://www.catalogueoflife.org/col/details/species/id/d58ce03477b2dc23b9c797c51c473755	Stoermer et al 1999; Makarewicz et al 1995; 				x						Algaebase - Nitzschia subrostrata Hustedt : http://www.algaebase.org/search/species/detail/?species_id=50483; Habitat - ; Other notes - 										NA	NA
Nitzschia subrostroides 	1444	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia subrostroides 	Species	Native				Nitzschia subrostroides Cholnoky	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591463			Stoermer et al 1999; 										Algaebase - Nitzschia subrostroides Choln.: http://www.algaebase.org/search/species/detail/?species_id=50484; Habitat - ; Other notes - 										NA	NA
Nitzschia subtilis 	1445	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia subtilis 	Species	Native				Nitzschia subtilis (Kütz.) Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5278			Stoermer et al 1999; 										Algaebase - Nitzschia subtilis (Kützing) Grunow: http://www.algaebase.org/search/species/detail/?species_id=31088; Habitat - ; Other notes - 										NA	NA
Nitzschia tarda 	1446	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia tarda 	Species	Native				Nitzschia tarda Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5263			Stoermer et al 1999; 										Algaebase - Nitzschia tarda Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50485; Habitat - ; Other notes - 										NA	NA
Nitzschia tenuis	1447	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia tenuis	Species	Native				Nitzschia tenuis W. Sm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591464	Nitzschia linearis tenuis	http://www.catalogueoflife.org/col/browse/tree/id/c62e3facce36dc9c4c4fba892e09129d	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - Nitzschia tenuis W.Smith: http://www.algaebase.org/search/species/detail/?species_id=34106; Habitat - ; Other notes - 										NA	NA
Nitzschia thermalis 	1448	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia thermalis 	Species	Native			Also originally as Nitzschia thermalis var. intermedia Grunow	Nitzschia thermalis (Ehrenb.) Auersw.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5191			Stoermer et al 1999; 										Algaebase - Nitzschia thermalis (Ehrenberg) Auerswald : http://www.algaebase.org/search/species/detail/?species_id=50486; Habitat - ; Other notes - 										NA	NA
Nitzschia tropica 	1449	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia tropica 	Species	Native				Nitzschia tropica Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5264	Nitzschia tropica	http://www.catalogueoflife.org/col/details/species/id/0be9072c64cee4d8414ad334e00ae3df	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; U.S. EPA GLNPO 2018; 	1		x	x						Algaebase - Nitzschia tropica Hustedt: http://www.algaebase.org/search/species/detail/?species_id=31091; Habitat - ; Other notes - 				x						NA	NA
Nitzschia valdestriata	1450	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia valdestriata	Species	Native				Nitzschia valdestriata Aleem & Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591465	Nitzschia valdestriata	http://www.catalogueoflife.org/col/details/species/id/777d8ce85df9a5149c993cec25dea3cd	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - Nitzschia valdestriata Aleem & Hustedt: http://www.algaebase.org/search/species/detail/?species_id=31097; Habitat - ; Other notes - 										NA	NA
Nitzschia vermicularis 	1451	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia vermicularis 	Species	Native				Nitzschia vermicularis (Kütz.) Hantzsch	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5135			Stoermer et al 1999; 										Algaebase - Nitzschia vermicularis (Kützing) Hantzsch : http://www.algaebase.org/search/species/detail/?species_id=31098; Habitat - ; Other notes - 										NA	NA
Nitzschia vexans 	1452	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia vexans 	Species	Native			Nitzschia compressa var. vexans 	Nitzschia vexans Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591466			Stoermer et al 1999; 										Algaebase - Nitzschia compressa var. vexans (Grunow) Lange-Bertalot: http://www.algaebase.org/search/species/detail/?species_id=31009; Habitat - ; Other notes - 										NA	NA
Nitzschia vitrea 	1453	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia vitrea 	Species	Native				Nitzschia vitrea Norman	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5204			Stoermer et al 1999; 										Algaebase - Nitzschia vitrea G.Norman : http://www.algaebase.org/search/species/detail/?species_id=31101; Habitat - ; Other notes - 										NA	NA
Nitzschia vulga	1454	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia vulga	Species	Native				Nitzschia vulga Cholnoky	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591467	Nitzschia vulga	http://www.catalogueoflife.org/col/details/species/id/7ec65777ad9802c49e6e58c5cfce9dd2	Stoermer et al 1999; 										Algaebase - Nitzschia vulga Choln.: http://www.algaebase.org/search/species/detail/?species_id=50488; Habitat - ; Other notes - 										NA	NA
Nitzschia woltereckii 	1455	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	diatom	nitzschioid	Nitzschia woltereckii 	Species	Native				Nitzschia woltereckii Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5262			Stoermer et al 1999; 										Algaebase - Nitzschia woltereckii Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50490; Habitat - ; Other notes - 										NA	NA
Nodularia harveyana	1456	Cyanobacteria	Cyanophyceae	Nostocales	Microchaetaceae	Nodularia	blue-green	filamentous	Nodularia harveyana	Species	Native				Nodularia harveyana Thw. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1226	Nodularia harveyana	http://www.catalogueoflife.org/col/details/species/id/304873dce7cbb7ee5a90253679db4c72	Prescott 1962; 										"Algaebase - Nodularia harveyana Thuret ex Bornet & Flahault : http://www.algaebase.org/search/species/detail/?species_id=24919; Habitat - planktonic; Other notes - disc-shaped cells arranged in unbranched filaments. Some strains may produce toxins (microcystin, nodularin, and lipopolysaccharides)"			x							NA	NA
Nodularia spumigena	1457	Cyanobacteria	Cyanophyceae	Nostocales	Microchaetaceae	Nodularia	blue-green	filamentous	Nodularia spumigena	Species	Native				"Nodularia spumigena Mertens, 1888 Ex Bornet and Flahaul "	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1227	Nodularia spumigena	http://www.catalogueoflife.org/col/details/species/id/c5482c3b03a91e289ff8bf3877c1819b	Prescott 1962; 										"Algaebase - Nodularia spumigena Mertens ex Bornet & Flahault: http://www.algaebase.org/search/species/detail/?species_id=24478; Habitat - planktonic; Other notes - disc-shaped cells arranged in unbranched filaments. Some strains may produce toxins (microcystin, nodularin, and lipopolysaccharides)"			x				http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Nodularia+spumigena			NA	NA
Nostoc caeruleum	1458	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	blue-green	"attached filaments, gelatinous colony"	Nostoc caeruleum	Species	Native				Nostoc caeruleum Lyngby	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1159	Nostoc caeruleum	http://www.catalogueoflife.org/col/details/species/id/b7433c086879bbe0def1b3011f0c8620	Prescott 1962; 										Algaebase - Nostoc caeruleum Lyngbye ex Bornet & Flahault : http://www.algaebase.org/search/species/detail/?species_id=30126; Habitat - ; Other notes - filaments tangled in a gelatinous mass bounded by a firm tegument. Some strains may produce toxins (microcystins and lipopolysaccharides)										NA	NA
Nostoc carneum	1459	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	blue-green	"attached filaments, gelatinous colony"	Nostoc carneum	Species	Native			"Originally Nostoc spongiaforme and Nostoc carneum.  Algaebase considers N. spongiaforme a synonym of Nostoc carneum.  ITIS considers both names to be  synonyms of Nostoc commune,but Algaebase retains N. carneum as a separate species from N. commune"	Nostoc commune Vaucher Ex Bornet and Flahault	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1147			Prescott 1962; 										Algaebase - Nostoc carneum C.Agardh ex Bornet & Flahault : http://www.algaebase.org/search/species/detail/?species_id=30128; Habitat - ; Other notes - filaments tangled in a gelatinous mass bounded by a firm tegument. Some strains may produce toxins (microcystins and lipopolysaccharides)										NA	NA
Nostoc comminutum	1460	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	blue-green	"attached filaments, gelatinous colony"	Nostoc comminutum	Species	Native				Nostoc comminutum Kuetzing 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1160	Nostoc comminutum	http://www.catalogueoflife.org/col/details/species/id/ee4cde29abea1fc71baba0eebe0199bc	Prescott 1962; 										Algaebase - Nostoc comminutum Kützing [taxonomy uncertain]: http://www.algaebase.org/search/species/detail/?species_id=83925; Habitat - ; Other notes - filaments tangled in a gelatinous mass bounded by a firm tegument. Some strains may produce toxins (microcystins and lipopolysaccharides)										NA	NA
Nostoc commune	1461	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	blue-green	"attached filaments, gelatinous colony"	Nostoc commune	Species	Native			"ITIS includes N. carneum, N spongiaforme, N. linckia, N. paludosum and N. punctiforme in N. commune, but we follow Algaebase in retaining those as separate species."	Nostoc commune Vaucher Ex Bornet and Flahault	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1147	Nostoc commune	http://www.catalogueoflife.org/col/details/species/id/a1d974f5778268220aac56ccf5c64b2c	Prescott 1962; 										Algaebase - Nostoc commune Vaucher ex Bornet & Flahault : http://www.algaebase.org/search/species/detail/?species_id=24479; Habitat - ; Other notes - filaments tangled in a gelatinous mass bounded by a firm tegument. Some strains may produce toxins (microcystins and lipopolysaccharides)										NA	NA
Nostoc ellipsosporum	1462	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	blue-green	"attached filaments, gelatinous colony"	Nostoc ellipsosporum	Species	Native				Nostoc ellipsosporum (Des.) Rabenh	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1172	Nostoc ellipsosporum	http://www.catalogueoflife.org/col/details/species/id/6829ef59b1127817cb65d2e1a13bd795	Prescott 1962; 										Algaebase - Nostoc ellipsosporum Rabenhorst ex Bornet & Flahault : http://www.algaebase.org/search/species/detail/?species_id=32575; Habitat - ; Other notes - filaments tangled in a gelatinous mass bounded by a firm tegument. Some strains may produce toxins (microcystins and lipopolysaccharides)										NA	NA
Nostoc linckia	1463	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	blue-green	"attached filaments, gelatinous colony"	Nostoc linckia	Species	Native			Nostoc commune 	Nostoc commune Vaucher Ex Bornet and Flahault	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1147			Prescott 1962; 										Algaebase - Nostoc linckia Bornet ex Bornet & Flahault: http://www.algaebase.org/search/species/detail/?species_id=30130; Habitat - ; Other notes - filaments tangled in a gelatinous mass bounded by a firm tegument. Some strains may produce toxins (microcystins and lipopolysaccharides)										NA	NA
Nostoc microscopicum	1464	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	blue-green	"attached filaments, gelatinous colony"	Nostoc microscopicum	Species	Native				Nostoc microscopicum Carm.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1165	Nostoc microscopicum	http://www.catalogueoflife.org/col/details/species/id/aeea4b08db0eacdde6c578808d9b62c2	Prescott 1962; 										Algaebase - Nostoc microscopicum Carmichael ex Bornet & Flahault : http://www.algaebase.org/search/species/detail/?species_id=30131; Habitat - ; Other notes - filaments tangled in a gelatinous mass bounded by a firm tegument. Some strains may produce toxins (microcystins and lipopolysaccharides)										NA	NA
Nostoc muscorum	1465	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	blue-green	"attached filaments, gelatinous colony"	Nostoc muscorum	Species	Native			Desmonostoc muscorum 	Nostoc muscorum C. Agardh 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1152	Nostoc muscorum	http://www.catalogueoflife.org/col/details/species/id/f0f103dcc57b374657b3783ff9940568	Prescott 1962; 										Algaebase - Desmonostoc muscorum (C.Agardh ex Bornet & Flahault) Hrouzek & Ventura: http://www.algaebase.org/search/species/detail/?species_id=147308; Habitat - ; Other notes - filaments tangled in a gelatinous mass bounded by a firm tegument. Some strains may produce toxins (microcystins and lipopolysaccharides)										NA	NA
